0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.002572,-0.002874,0.000301,-0.000000,-0.000000
-0.000001,0.007717,-0.008621,0.000904,-0.000001,0.000000
-0.000005,0.015434,-0.017242,0.001806,-0.000005,0.000002
-0.000016,0.025723,-0.028734,0.003006,-0.000016,0.000006
-0.000043,0.038582,-0.043093,0.004497,-0.000043,0.000014
-0.000092,0.054008,-0.060307,0.006268,-0.000092,0.000031
-0.000175,0.071993,-0.080352,0.008301,-0.000175,0.000059
-0.000303,0.092526,-0.103192,0.010564,-0.000303,0.000102
-0.000492,0.115588,-0.128765,0.013012,-0.000492,0.000165
-0.000758,0.141153,-0.156985,0.015579,-0.000758,0.000253
-0.001117,0.169184,-0.187733,0.018176,-0.001117,0.000372
-0.001590,0.199632,-0.220847,0.020687,-0.001590,0.000528
-0.002199,0.232433,-0.256124,0.022962,-0.002199,0.000728
-0.002965,0.267513,-0.293312,0.024823,-0.002965,0.000977
-0.003912,0.304778,-0.332112,0.026053,-0.003912,0.001281
-0.005065,0.344125,-0.372176,0.026405,-0.005065,0.001647
-0.006450,0.385435,-0.413115,0.025600,-0.006450,0.002079
-0.008095,0.428581,-0.454500,0.023335,-0.008095,0.002584
-0.010027,0.473426,-0.495877,0.019286,-0.010027,0.003164
-0.012276,0.519828,-0.536766,0.013113,-0.012276,0.003824
-0.014873,0.567638,-0.576678,0.004472,-0.014873,0.004567
-0.017851,0.616708,-0.615116,-0.006988,-0.017851,0.005396
-0.021245,0.666881,-0.651586,-0.021609,-0.021245,0.006313
-0.025094,0.718002,-0.685595,-0.039728,-0.025094,0.007319
-0.029438,0.769908,-0.716658,-0.061671,-0.029438,0.008419
-0.034324,0.822426,-0.744298,-0.087746,-0.034324,0.009614
-0.039799,0.875378,-0.768045,-0.118247,-0.039799,0.010908
-0.045919,0.928568,-0.787436,-0.153446,-0.045918,0.012305
-0.052742,0.981787,-0.802018,-0.193593,-0.052741,0.013809
-0.060335,1.034808,-0.811342,-0.238915,-0.060334,0.015427
-0.068771,1.087382,-0.814967,-0.289612,-0.068769,0.017166
-0.078131,1.139243,-0.812460,-0.345859,-0.078128,0.019032
-0.088509,1.190101,-0.803398,-0.407801,-0.088505,0.021034
-0.100011,1.239653,-0.787370,-0.475555,-0.100006,0.023181
-0.112762,1.287580,-0.763981,-0.549209,-0.112754,0.025483
-0.126907,1.333558,-0.732860,-0.628822,-0.126897,0.027946
-0.142623,1.377268,-0.693668,-0.714424,-0.142608,0.030578
-0.160120,1.418407,-0.646116,-0.806014,-0.160101,0.033380
-0.179655,1.456709,-0.589985,-0.903548,-0.179629,0.036353
-0.201529,1.491967,-0.525168,-1.006934,-0.201493,0.039486
-0.226081,1.524062,-0.451711,-1.116002,-0.226032,0.042762
-0.253641,1.552993,-0.369884,-1.230471,-0.253576,0.046146
-0.284423,1.578894,-0.280227,-1.349917,-0.284335,0.049593
-0.318287,1.602025,-0.183558,-1.473748,-0.318169,0.053038
-0.354392,1.622709,-0.080889,-1.601234,-0.354238,0.056417
-0.390962,1.641275,0.026676,-1.731547,-0.390764,0.059674
-0.425671,1.658141,0.137780,-1.863691,-0.425427,0.062781
-0.456728,1.674087,0.250325,-1.996283,-0.456437,0.065727
-0.483599,1.690357,0.361328,-2.127504,-0.483262,0.068491
-0.506717,1.708348,0.467571,-2.255474,-0.506338,0.071041
-0.526821,1.729217,0.566452,-2.378696,-0.526401,0.073351
-0.544571,1.753682,0.656339,-2.496238,-0.544112,0.075407
-0.560456,1.782051,0.736466,-2.607635,-0.559961,0.077214
-0.574821,1.814334,0.806648,-2.712722,-0.574290,0.078785
-0.587902,1.850347,0.867039,-2.811486,-0.587337,0.080139
-0.599866,1.889790,0.917963,-2.903972,-0.599268,0.081299
-0.610830,1.932298,0.959826,-2.990239,-0.610201,0.082288
-0.620881,1.977471,0.993062,-3.070347,-0.620223,0.083130
-0.630083,2.024898,1.018118,-3.144351,-0.629396,0.083847
-0.638485,2.074167,1.035444,-3.212310,-0.637773,0.084460
-0.646131,2.124878,1.045487,-3.274291,-0.645395,0.084988
-0.653058,2.176652,1.048695,-3.330377,-0.652300,0.085446
-0.659302,2.229133,1.045513,-3.380677,-0.658525,0.085850
-0.664899,2.281996,1.036387,-3.425321,-0.664106,0.086210
-0.669886,2.334946,1.021760,-3.464471,-0.669079,0.086538
-0.674298,2.387721,1.002073,-3.498312,-0.673479,0.086839
-0.678173,2.440086,0.977763,-3.527058,-0.677344,0.087120
-0.681546,2.491840,0.949262,-3.550943,-0.680710,0.087385
-0.684454,2.542805,0.916996,-3.570221,-0.683612,0.087637
-0.686930,2.592827,0.881389,-3.585162,-0.686085,0.087876
-0.689008,2.641770,0.842854,-3.596050,-0.688163,0.088103
-0.690720,2.689515,0.801804,-3.603177,-0.689875,0.088318
-0.692095,2.735953,0.758643,-3.606842,-0.691253,0.088521
-0.693162,2.780985,0.713775,-3.607349,-0.692323,0.088710
-0.693946,2.824517,0.667599,-3.605003,-0.693113,0.088884
-0.694473,2.866457,0.620513,-3.600110,-0.693647,0.089042
-0.694766,2.906715,0.572912,-3.592976,-0.693948,0.089183
-0.694847,2.945200,0.525186,-3.583900,-0.694037,0.089306
-0.694736,2.981821,0.477719,-3.573177,-0.693937,0.089409
-0.694455,3.016486,0.430887,-3.561091,-0.693667,0.089493
-0.694024,3.049105,0.385048,-3.547913,-0.693247,0.089557
-0.693461,3.079590,0.340543,-3.533896,-0.692696,0.089602
-0.692785,3.107859,0.297683,-3.519273,-0.692033,0.089628
-0.692015,3.133834,0.256749,-3.504252,-0.691276,0.089637
-0.691168,3.157448,0.217985,-3.489012,-0.690442,0.089631
-0.690260,3.178644,0.181595,-3.473705,-0.689548,0.089610
-0.689309,3.197376,0.147744,-3.458453,-0.688611,0.089577
-0.688327,3.213606,0.116557,-3.443348,-0.687643,0.089534
-0.687329,3.227311,0.088124,-3.428460,-0.686660,0.089483
-0.686327,3.238471,0.062506,-3.413834,-0.685671,0.089426
-0.685329,3.247077,0.039738,-3.399499,-0.684687,0.089365
-0.684344,3.253125,0.019835,-3.385470,-0.683716,0.089301
-0.683379,3.256613,0.002802,-3.371750,-0.682765,0.089235
-0.682438,3.257543,-0.011366,-3.358339,-0.681837,0.089169
-0.681523,3.255916,-0.022676,-3.345232,-0.680936,0.089103
-0.680634,3.251734,-0.031136,-3.332423,-0.680060,0.089037
-0.679770,3.244998,-0.036750,-3.319908,-0.679210,0.088971
-0.678929,3.235705,-0.039518,-3.307686,-0.678381,0.088906
-0.678103,3.223854,-0.039434,-3.295757,-0.677568,0.088839
-0.677285,3.209441,-0.036491,-3.284125,-0.676764,0.088770
-0.676467,3.192460,-0.030675,-3.272793,-0.675959,0.088698
-0.675637,3.172907,-0.021973,-3.261766,-0.675141,0.088620
-0.674780,3.150776,-0.010374,-3.251048,-0.674297,0.088535
-0.673881,3.126066,0.004125,-3.240634,-0.673411,0.088440
-0.672922,3.098778,0.021516,-3.230513,-0.672466,0.088332
-0.671884,3.068921,0.041772,-3.220659,-0.671441,0.088207
-0.670742,3.036510,0.064838,-3.211028,-0.670314,0.088062
-0.669474,3.001573,0.090629,-3.201554,-0.669060,0.087894
-0.668051,2.964150,0.119013,-3.192139,-0.667652,0.087696
-0.666444,2.924297,0.149812,-3.182652,-0.666061,0.087466
-0.664621,2.882089,0.182788,-3.172922,-0.664255,0.087198
-0.662548,2.837621,0.217642,-3.162735,-0.662200,0.086888
-0.660189,2.791007,0.254010,-3.151837,-0.659860,0.086530
-0.657504,2.742384,0.291466,-3.139926,-0.657196,0.086121
-0.654452,2.691904,0.329526,-3.126664,-0.654166,0.085656
-0.650989,2.639740,0.367654,-3.111683,-0.650726,0.085131
-0.647067,2.586077,0.405277,-3.094587,-0.646830,0.084542
-0.642635,2.531109,0.441797,-3.074966,-0.642425,0.083887
-0.637637,2.475043,0.476601,-3.052409,-0.637455,0.083162
-0.632009,2.418088,0.509074,-3.026507,-0.631858,0.082365
-0.625684,2.360461,0.538611,-2.996866,-0.625566,0.081492
-0.618582,2.302384,0.564622,-2.963112,-0.618499,0.080541
-0.610614,2.244085,0.586537,-2.924900,-0.610569,0.079507
-0.601676,2.185798,0.603814,-2.881915,-0.601672,0.078387
-0.591648,2.127767,0.615938,-2.833881,-0.591687,0.077174
-0.580388,2.070242,0.622427,-2.780558,-0.580473,0.075862
-0.567727,2.013481,0.622836,-2.721751,-0.567860,0.074444
-0.553458,1.957744,0.616766,-2.657313,-0.553644,0.072911
-0.537334,1.903291,0.603867,-2.587144,-0.537574,0.071251
-0.519043,1.850369,0.583862,-2.511205,-0.519342,0.069455
-0.498200,1.799198,0.556560,-2.429517,-0.498561,0.067510
-0.474321,1.749956,0.521891,-2.342180,-0.474748,0.065404
-0.446804,1.702751,0.479942,-2.249387,-0.447300,0.063124
-0.414915,1.657595,0.431006,-2.151442,-0.415485,0.060657
-0.377828,1.614382,0.375618,-2.048784,-0.378474,0.057988
-0.334764,1.572898,0.314549,-1.941980,-0.335490,0.055095
-0.285387,1.532894,0.248654,-1.831662,-0.286194,0.051947
-0.230561,1.494302,0.178481,-1.718331,-0.231447,0.048491
-0.173200,1.457500,0.103728,-1.602092,-0.174159,0.044673
-0.118059,1.423314,0.023210,-1.482607,-0.119080,0.040469
-0.069582,1.392397,-0.063960,-1.359678,-0.070652,0.035945
-0.029671,1.364527,-0.156929,-1.233995,-0.030779,0.031242
0.002265,1.338576,-0.252991,-1.107212,0.001125,0.026519
0.027892,1.313006,-0.348602,-0.981416,0.026726,0.021910
0.048883,1.286366,-0.440434,-0.858552,0.047693,0.017510
0.066524,1.257565,-0.525963,-0.740097,0.065311,0.013376
0.081707,1.225937,-0.603586,-0.627011,0.080473,0.009535
0.095027,1.191184,-0.672472,-0.519828,0.093773,0.005993
0.106878,1.153278,-0.732333,-0.418804,0.105602,0.002743
0.117521,1.112370,-0.783217,-0.324025,0.116226,-0.000231
0.127139,1.068725,-0.825370,-0.235491,0.125822,-0.002949
0.135856,1.022671,-0.859145,-0.153154,0.134519,-0.005433
0.143764,0.974569,-0.884957,-0.076940,0.142407,-0.007706
0.150932,0.924793,-0.903251,-0.006757,0.149554,-0.009789
0.157414,0.873713,-0.914489,0.057506,0.156016,-0.011703
0.163257,0.821687,-0.919142,0.115983,0.161838,-0.013468
0.168499,0.769053,-0.917688,0.168828,0.167060,-0.015099
0.173176,0.716125,-0.910607,0.216222,0.171717,-0.016614
0.177324,0.663191,-0.898378,0.258369,0.175845,-0.018023
0.180976,0.610512,-0.881480,0.295500,0.179476,-0.019340
0.184162,0.558322,-0.860390,0.327865,0.182642,-0.020574
0.186915,0.506831,-0.835581,0.355735,0.185374,-0.021732
0.189265,0.456225,-0.807521,0.379398,0.187704,-0.022821
0.191241,0.406673,-0.776674,0.399156,0.189660,-0.023847
0.192871,0.358324,-0.743497,0.415318,0.191269,-0.024814
0.194182,0.311315,-0.708440,0.428204,0.192561,-0.025726
0.195201,0.265774,-0.671949,0.438135,0.193560,-0.026587
0.195952,0.221816,-0.634459,0.445432,0.194291,-0.027399
0.196461,0.179553,-0.596397,0.450415,0.194780,-0.028165
0.196749,0.139089,-0.558178,0.453397,0.195049,-0.028887
0.196841,0.100523,-0.520205,0.454683,0.195121,-0.029570
0.196759,0.063952,-0.482861,0.454564,0.195019,-0.030215
0.196523,0.029465,-0.446509,0.453318,0.194764,-0.030825
0.196156,-0.002854,-0.411488,0.451202,0.194378,-0.031405
0.195678,-0.032927,-0.378106,0.448451,0.193881,-0.031958
0.195110,-0.060686,-0.346641,0.445279,0.193294,-0.032488
0.194471,-0.086068,-0.317337,0.441870,0.192636,-0.032999
0.193780,-0.109023,-0.290400,0.438386,0.191926,-0.033495
0.193055,-0.129508,-0.266002,0.434960,0.191181,-0.033980
